id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
227,Robert Lewandowski,28,2377,40,29.837389178574085,7,4.358342781662941,125,29,4,0,F S,Bayern Munich,32,23.017399169504642,29.296836644411087,5.652529716491699
6170,André Silva,31,2697,27,24.434146247804165,5,5.260058904066682,110,29,1,0,F,Eintracht Frankfurt,21,19.88756663352251,26.08320547826588,3.921669038012624
8260,Erling Haaland,26,2236,25,22.35398631542921,5,3.0817501544952393,88,25,2,0,F S,Borussia Dortmund,23,19.32287957519293,25.124335132539272,5.896184146404266
7052,Wout Weghorst,32,2774,20,17.588265588507056,7,5.337372561916709,89,43,3,0,F S,Wolfsburg,18,15.314935436472297,23.294491240754724,5.636840540915728
956,Andrej Kramaric,27,2296,19,15.07300465553999,5,3.632038986310363,90,35,2,0,F M S,Hoffenheim,14,11.284121118485928,16.82165897078812,4.692807560786605
8812,Sasa Kalajdzic,32,2056,16,11.166521579027176,5,3.2368082776665688,64,26,1,0,F S,VfB Stuttgart,16,11.166521579027176,14.779859870672226,3.292132872156799
208,Lars Stindl,29,1908,13,9.10689201951027,6,3.4586138483136892,55,38,6,0,F M S,Borussia M.Gladbach,7,3.8026167973876,10.358085464686155,3.970573650673032
224,Thomas Müller,31,2621,11,7.8560272715985775,18,11.161591168493032,50,91,0,0,M S,Bayern Munich,10,7.0982505939900875,25.809322960674763,11.99433048069477
6338,Lucas Alario,25,1238,11,7.28534871339798,2,0.9252296462655067,41,15,2,0,F S,Bayer Leverkusen,9,5.769795387983322,8.092159569263458,1.9067157041281462
8807,Silas Wamangituka,25,1949,11,7.378057725727558,4,4.952733499929309,45,23,6,0,D F M S,VfB Stuttgart,8,5.104727771598846,12.174141570925713,2.146937672048807
155,Max Kruse,21,1558,10,7.19515854306519,5,4.135201273486018,28,36,0,0,F M S,Union Berlin,5,2.6486593578010798,9.062503889203072,4.0433656219393015
993,Serge Gnabry,26,1592,9,6.959706943482161,2,6.57217076048255,57,36,4,0,M S,Bayern Munich,9,6.959706943482161,18.576996460556984,8.504563687369227
1236,Patrik Schick,28,1845,9,9.221946243196726,1,2.0360769322142005,55,26,4,0,F S,Bayer Leverkusen,9,9.221946243196726,12.344294294714928,3.3841278590261936
5221,Leon Bailey,30,2151,9,6.520497852936387,8,6.349183660000563,58,49,6,0,F M S,Bayer Leverkusen,9,6.520497852936387,15.385590948164463,4.8026268891990185
5266,Vincenzo Grifo,30,2251,9,7.541914134286344,11,7.838885976932943,53,66,2,0,F M S,Freiburg,5,4.5109688276425,13.363628199324012,5.117414209060371
6271,Ihlas Bebou,31,2103,9,8.683791005983949,6,5.011483132839203,45,34,3,0,D F M S,Hoffenheim,9,8.683791005983949,14.031014427542686,4.579547398723662
1277,Roland Sallai,28,1694,8,6.838024620898068,3,1.383343692868948,47,15,5,0,F M S,Freiburg,7,6.080247943289578,8.550055942498147,3.1478237826377153
4248,Nils Petersen,31,1197,8,5.429028574377298,0,0.4152903016656637,34,9,0,0,F S,Freiburg,7,4.671251889318228,5.6828516609966755,1.768414681777358
6345,Jadon Sancho,24,1972,8,6.463224129751325,9,7.60919569619,49,65,0,0,F M S,Borussia Dortmund,7,5.705447444692254,19.781004205346107,10.677992716431618
48,Jhon Córdoba,21,1545,7,6.9864485412836075,1,1.3975803591310978,48,24,3,0,F S,Hertha Berlin,7,6.9864485412836075,8.612786397337914,0.9991086889058352
412,André Hahn,28,1966,7,4.666467436589301,2,1.547070026397705,41,18,4,0,F M S,Augsburg,7,4.666467436589301,7.769928673282266,2.4212244879454374
5240,Ondrej Duda,31,2484,7,6.163685764186084,4,2.9113788893446326,47,40,6,1,F M,FC Cologne,4,3.132579038850963,8.637508662417531,5.089669083245099
5248,Marcel Sabitzer,25,1861,7,6.265867816284299,2,2.2517236657440662,55,26,6,0,M S,RasenBallsport Leipzig,4,3.9926181621849537,11.577173247933388,6.735832909122109
5249,Emil Forsberg,27,1424,7,5.645096316933632,4,5.275644501671195,34,33,0,0,F M S,RasenBallsport Leipzig,5,3.3718467205762863,11.165019592270255,5.147403607144952
5353,Josip Brekalo,28,1770,7,4.426820413209498,3,3.8393551697954535,47,35,1,0,F M S,Wolfsburg,7,4.426820413209498,10.33047704026103,4.738947801291943
5735,Jean-Philippe Mateta,15,1008,7,8.414159098640084,1,1.3461813786998391,28,12,2,0,F S,Mainz 05,6,7.6563823614269495,9.505499044433236,1.2976237703114748
5992,Marcus Thuram,28,1679,7,6.682678211480379,3,1.913644740357995,54,17,3,1,F M S,Borussia M.Gladbach,7,6.682678211480379,10.002349596470594,3.189265029504895
7080,Matheus Cunha,27,2164,7,8.202689331024885,4,4.302270689047873,70,47,9,0,F M S,Hertha Berlin,5,5.929602302610874,12.655642215162516,4.903623227030039
7090,Krzysztof Piatek,32,1630,7,6.405337926000357,1,0.9840233828872442,41,10,4,0,F S,Hertha Berlin,7,5.647561248391867,6.259495203383267,0.7841154849156737
157,Daniel Caligiuri,32,2629,6,3.6865976992994547,4,3.845139417797327,38,49,5,0,D M S,Augsburg,4,2.1710443440824747,7.598050629720092,4.8323144293390214
319,Marco Reus,30,2166,6,10.261677548289299,6,7.749686915427446,53,47,1,0,F M S,Borussia Dortmund,6,8.91838113963604,19.54890692792833,9.642972810193896
320,Jonas Hofmann,23,1823,6,4.521506363525987,11,5.78296647593379,25,55,1,0,F M S,Borussia M.Gladbach,3,2.2481763157993555,6.574779126793146,1.8707360960543156
337,Leroy Sané,31,1790,6,5.223285343497992,9,5.8969955099746585,55,32,2,0,M S,Bayern Munich,6,5.223285343497992,19.886710569262505,9.688476155512035
3300,Christopher Nkunku,26,1764,6,6.684591241180897,5,6.997280366718769,52,63,2,0,F M S,RasenBallsport Leipzig,6,6.684591241180897,15.528485208749771,6.8129094913601875
3310,Alassane Pléa,29,1804,6,5.505177699029446,1,3.8594888541847467,62,28,2,0,F M S,Borussia M.Gladbach,6,5.505177699029446,11.608919942751527,3.9902673829346895
5222,Joel Pohjanpalo,20,868,6,6.772308342158794,0,0.9927613828331232,31,8,0,0,F S,"Bayer Leverkusen,Union Berlin",6,6.772308342158794,6.066355209797621,1.0101482905447483
6708,Bote Baku,32,2697,6,3.2599747460335493,5,4.281005136668682,32,39,0,0,D M S,"Mainz 05,Wolfsburg",6,3.2599747460335493,13.653524549677968,7.301263257861137
7074,Nicolás González,15,927,6,7.307775063440204,2,1.9631138555705547,50,12,5,0,F M S,VfB Stuttgart,3,4.276910303160548,6.833211192861199,1.5357228638604283
7422,Christoph Baumgartner,31,2393,6,5.60529175773263,3,3.5402199467644095,61,34,6,0,F M S,Hoffenheim,6,5.60529175773263,14.063407618552446,8.456081174314022
7810,Ruben Vargas,30,1613,6,3.8860103208571672,3,2.9152343720197678,38,25,2,1,F M S,Augsburg,6,3.8860103208571672,7.051699241623282,1.2811024147085845
8418,Jamal Musiala,25,821,6,2.8007445372641087,1,0.5698658227920532,24,8,0,0,M S,Bayern Munich,6,2.8007445372641087,6.342513298615813,3.965353848412633
9160,Matthew Hoppe,21,1225,6,3.3530925139784813,1,0.7646884433925152,18,8,3,0,F S,Schalke 04,6,3.3530925139784813,4.551071427762508,0.5462505593895912
335,Leon Goretzka,24,1707,5,3.7410918660461903,5,3.053967172279954,42,20,2,0,M S,Bayern Munich,5,3.7410918660461903,14.009992886334658,9.2703747022897
373,Mats Hummels,31,2702,5,5.321491051465273,0,0.697302732616663,30,13,6,0,D,Borussia Dortmund,5,5.321491051465273,15.841549515724182,14.024571277201176
3347,Ellyes Skhiri,32,2799,5,4.948000382632017,2,0.8226981209591031,18,17,5,0,M,FC Cologne,5,4.948000382632017,5.329229060560465,4.07159823179245
5250,Yussuf Poulsen,25,1216,5,5.1713059060275555,4,1.9597149603068829,41,13,1,0,F S,RasenBallsport Leipzig,5,5.1713059060275555,6.861769329756498,2.354984959587455
5356,Breel Embolo,30,1411,5,7.53266329318285,2,1.7526020016521215,41,16,4,0,F M S,Borussia M.Gladbach,5,7.53266329318285,11.078008614480495,3.969140655361116
5706,Dodi Lukebakio,28,1843,5,7.073901601135731,5,2.7050756253302097,41,22,2,1,F M S,Hertha Berlin,3,5.558348216116428,9.650352567434311,2.7473149364814162
6098,Niclas Füllkrug,18,855,5,4.908197332173586,0,0.20713304728269577,32,5,1,0,F M S,Werder Bremen,3,3.3927243687212467,2.6693386137485504,0.7070646900683641
6145,Daichi Kamada,31,2300,5,5.888383215293288,12,6.787546444684267,37,55,3,0,D F M S,Eintracht Frankfurt,5,5.888383215293288,18.986341521143913,9.384852580726147
6445,Elvis Rexhbecaj,30,1841,5,2.393366051837802,2,2.5105028953403234,29,26,4,0,M S,FC Cologne,5,2.393366051837802,4.60744281578809,1.1805637376382947
6484,Renato Steffen,21,1594,5,4.376283414661884,4,3.052814155817032,30,22,3,0,D M S,Wolfsburg,5,4.376283414661884,11.869664734229445,5.752104287967086
6496,Ermedin Demirovic,29,1499,5,5.165378851816058,6,4.563199162483215,42,16,7,0,F S,Freiburg,5,5.165378851816058,9.513704081997275,2.1697018202394247
6531,Alexander Sørloth,28,1412,5,7.244476158171892,2,1.9672053456306458,47,26,2,0,F M S,RasenBallsport Leipzig,5,6.486699495464563,9.776498019695282,3.161795938387513
7044,Kevin Möhwald,26,1570,5,1.798594598658383,0,0.2649343591183424,23,8,2,1,M S,Werder Bremen,5,1.798594598658383,3.4112660754472017,2.0452450877055526
7065,Florian Neuhaus,32,2546,5,2.8022361448965967,5,2.5475389063358307,45,22,9,0,M S,Borussia M.Gladbach,5,2.8022361448965967,12.188024677336216,8.82985608279705
7295,Joshua Sargent,31,2471,5,5.795780723914504,2,3.351795732975006,42,32,7,0,F M S,Werder Bremen,5,5.795780723914504,8.701032692566514,1.8502658307552338
7814,Taiwo Awoniyi,20,1344,5,6.514472581446171,2,1.26899744104594,29,20,0,0,F S,Union Berlin,5,6.514472581446171,7.676042295061052,1.3013292849063873
7877,Robert Andrich,29,2529,5,2.3250316455960274,2,1.9729627091437578,41,20,5,1,M,Union Berlin,5,2.3250316455960274,11.184407810680568,7.76836321502924
8292,Dani Olmo,32,2209,5,6.9397155828773975,9,5.5308180479332805,77,41,1,0,F M S,RasenBallsport Leipzig,4,6.181938875466585,19.371173035353422,10.323798866942525
8397,Florian Wirtz,28,2167,5,4.467319019138813,6,4.553281145170331,31,44,1,0,F M S,Bayer Leverkusen,5,4.467319019138813,13.974389315582812,6.504506298340857
64,Filip Kostic,29,2445,4,4.019721664488316,13,13.40470508299768,49,85,4,0,D M S,Eintracht Frankfurt,4,4.019721664488316,18.149680726230145,4.743835577741265
158,Bas Dost,12,819,4,4.290971301496029,2,2.6223658621311188,15,11,3,0,F S,Eintracht Frankfurt,3,3.5333560332655907,7.274475418031216,1.9131003133952618
226,Kingsley Coman,28,1724,4,3.3690547589212656,9,5.585552162490785,49,43,1,0,M S,Bayern Munich,4,3.3690547589212656,13.13432166352868,5.947991032153368
262,Leonardo Bittencourt,26,1453,4,3.768451281823218,1,0.8406185368075967,41,15,3,0,F M S,Werder Bremen,3,3.010674619115889,5.10364237241447,2.097813207656145
300,Daniel Didavi,22,938,4,2.8567195031791925,3,2.8928056806325912,22,25,2,0,F M S,VfB Stuttgart,4,2.8567195031791925,6.4394479263573885,2.219108970835805
306,Florian Niederlechner,27,1700,4,5.5827131401747465,4,2.5173893622122705,45,13,2,1,F S,Augsburg,4,5.5827131401747465,8.705764403566718,1.368718232959509
316,Gonzalo Castro,25,1685,4,3.4165697135031223,2,2.7549118967726827,30,40,9,0,M S,VfB Stuttgart,4,3.4165697135031223,9.010866962373257,4.621511118952185
370,Marvin Friedrich,33,2970,4,1.2891485188156366,1,1.307371074333787,24,13,1,0,D,Union Berlin,4,1.2891485188156366,8.58821667265147,7.896769569255412
